page;question;answer
19;Quel est l'ancrage juridique pour l'exercice de transport maritime urbain et de plaisance maritime?;Décret exécutif n° 16-203 du 20 Chaoual 1437 correspondant au 25 juillet 2016 fixant les conditions et les modalités dexercice des activités de transport maritime urbain et de plaisance maritime (Jo N° 44 du 27 juillet 2016)
19;Quelles sont les activités concernées?;Ce décret concerne le transport maritime urbain, le pescatourisme, la balade en mer, le bateau-restaurant et la plaisance sur des engins nautiques à moteur.
19;Qui a le droit d'exercer les activités liées au transport maritime?;Les activités doivent être exercées par des personnes physiques de nationalité algérienne ou morales de droit algérien, qui ne figurent pas dans le fichier national des fraudeurs.
19;L'exercice des activités liées au transport maritime est t'elle subordonnée à la délivrance d'une autorisation?;L'exercice de ces activités est subordonné à l'obtention d'une autorisation délivrée par les services compétents relevant du ministre chargé de la marine marchande, après avis conforme de la commission territorialement compétente, et à la souscription à un cahier des charges. Il est ainsi institué trois commissions régionales d'Alger (couvrant Alger, Tipaza, Chlef, Boumerdes et Tizi Ouzou), d'Oran (Oran, Tlemcen, Ain Témouchent et Mostaganem) et d'Annaba (Annaba, Béjaia, Jijel, Skikda et El Tarf) chargées d'examiner et de statuer sur les demandes d'autorisation et d'annulation des autorisations d'exploitation.
19;Quel est le délai de lancement de l'activité après l'obtention de l'autorisation? quelles sont les obligations à respecter par l'exploitant?;L'exploitant de l'une de ces activités est tenu de la lancer dans un délai n'excédant pas les six (6) mois qui suivent l'obtention de l'autorisation, de veiller à la conformité des navires et engins nautiques à moteur concernés par ces activités. Il est tenu également à respecter le nombre de passagers autorisé à embarquer à bord des navires et sur les engins nautiques à moteur, de souscrire à une police d'assurance destinée à couvrir aussi bien les personnes que le navire ou l'engin nautique à moteur. En outre, l'exploitant doit veiller au respect des règles d'hygiène, de salubrité publique et de la qualité des prestations, d'informer le public sur les dessertes, les itinéraires, les dates, les horaires, les tarifs et les lieux d'embarquement et de débarquement. Par ailleurs, le texte précise pour chacune des catégories des activités de transport maritime urbain et de plaisance maritime les conditions spécifiques de l'exercice de ces prestations, ainsi que les sanctions prévues pour non respect des obligations et des cahiers des charges. « 1 2... 16 17 18 19 20 21 22... 49 50 »
20;C'est quoi une activité réglementée?;Est considérée, au sens du décret exécutif n° 97-40 du 18 janvier 1997, comme activité ou profession réglementée, toute activité ou profession soumise à l'inscription au registre du commerce et requérant par sa nature, son contenu, son objet et les moyens mis en œuvre, la réunion de conditions particulières pour autoriser son exercice.
20;Quelles sont les activités réglementées des différents secteurs?;"Les professions réglementées: - Profession (Expert-comptable, notaire, huissier) & auxiliaire marchandises; - Professions libérales (médecin, chirurgien, vétérinaire) & agent immobilier; - Centre d'appel, cybercafé, salle des fêtes & services (Les conditions et les modalités de création et d'exploitation des agences de tourisme, hôtels, camping); - Activités portant sur les matières et produits chimiques dangereux. « 1 2... 17 18 19 20 21 22 23... 49 50 »"
21;Qui peut demander la franchise des droits de douane?;Toute personne morale exerçant une activité de production et/ou commerciale, conformément à la législation et à la réglementation en vigueur, doit avant toute opération d'importation formuler une demande de franchise des droits de douane, dont le modèle est joint en annexe du présent décret.
21;Ou déposer la demande de franchises?;La demande dûment renseignée, accompagnée des documents cités à ci-dessus, est déposée auprès de la direction du commerce de wilaya territorialement compétente, qui la transmet à la direction régionale du commerce concernée pour visa.
21;Qu'est ce qu'on entend par la franchise des droits de douanes?;On entend par demande de franchise des droits de douane le document préalable à toute opération d'importation en franchise des droits de douane dans le cadre des accords de libre échange comportant l'ensemble des renseignements requis. La demande de franchise des droits de douane constitue une licence statistique aux fins de suivi des importations.
21;Que doit contenir le dossier de demande de franchise?;"La demande de franchise des droits de douane doit être accompagnée obligatoirement des documents suivants: - La facture proforma en trois (3) exemplaires; - Une copie légalisée du registre de commerce; - Une copie légalisée de l'identifiant fiscal; - Une copie légalisée des statuts de la société; - Une copie légalisée de l'attestation de dépôt des comptes sociaux auprès du centre national du registre de commerce; - Un extrait de rôle apuré; - Une copie légalisée de l'attestation de mise à jour avec la CNAS et/ou la CASNOS."
21;Ou retirer la demande de franchise?;La demande est retirée auprès de la même direction.
21;Quelle la durée de validité de la demande de franchises?;Après examen du dossier fourni par le postulant conformément aux dispositions réglementaires en vigueur, la direction régionale du commerce compétente accorde le visa de franchise des droits de douane dans un délai de trente (30) jours à partir de la date de dépôt de la demande. La demande visée est valable pour une durée de six (6) mois. Elle est renouvelable dans les mêmes conditions.
21;Au niveau de quel service devrait-on présenter cette demande de franchise?;La demande visée doit être présentée par l'opérateur aux services des douanes à l'occasion du dédouanement de sa marchandise pour bénéficier de la franchise des droits de douane. La quantité ou le volume des produits importés doit être inférieur ou égal à la quantité ou le volume des produits déclarés. « 1 2... 18 19 20 21 22 23 24... 49 50 »
22;Qu'est ce que « les comptes sociaux »?;"Conformément aux dispositions du code de commerce notamment, l'article 717 alinéa premier, on entend par « comptes sociaux », une série de trois (03) tableaux comptables suivants: - Le Compte de résultats; - L'Actif; - Le Passif;"
22;Le dépôt légal des comptes est il obligatoire?;Au sens du code de commerce, le dépôt des comptes sociaux au CNRC entre dans le cadre des publicités légales obligatoires et ce, conformément à l'article 717 alinéa troisième « Les comptes sociaux visés à l'alinéa premier, font l'objet, dans le mois qui suit leur adoption par l'assemblée générale, d'un dépôt au centre national du registre du commerce. Ledit dépôt vaut publicité ». Le dépôt doit se faire chaque année, conformément à l'article 676 du code de commerce qui dispose que: « L'assemblée générale ordinaire est réunie au moins une fois par an, dans les six mois de la clôture de l'exercice, sous réserve de prolongation de ce délai, à la demande du conseil d'administration ou du directoire, selon le cas, par ordonnance de la juridiction compétente statuant sur requête »
22;Pourquoi doit-on effectuer le dépôt légal des comptes sociaux?;Conformément à l'article 12 de la loi 04-08 du 14 août 2004 relative aux conditions d'exercice des activités commerciales, le dépôt légal obligatoire pour les personnes morales, a pour objet de faire connaître aux tiers (institutions et organismes financiers, opérateurs économiques, assujettis, etc.), le contenu des comptes sociaux des entreprises selon lesquels, ces derniers peuvent avoir un aperçu quant à la santé financière des sociétés commerciales.
22;Qui est concerne par le dépôt des comptes sociaux?;"Toutes les sociétés commerciales (personnes morales) citées ci-après, doivent publier leurs comptes sociaux à chaque fin d'exercice. Il s'agit notamment des: - Sociétés par actions (SPA); - Entreprises unipersonnelles à responsabilité limitée (EURL); - Sociétés à responsabilité limitée (SARL); - Sociétés en nom collectif (SNC); - Sociétés en commandite simple (SCS) / par actions; - Banques et établissements financiers y compris les succursales de banques étrangères; Aussi, les établissements financiers et les banques doivent, au même titre que les sociétés commerciales, procéder au dépôt de leurs comptes sociaux. Ces derniers sont régis par l'ordonnance n° 03-11 du 26 août 2003, relative à la monnaie et au crédit"
22;Ou, quand, et comment se fait le dépôt des comptes?;Suite à la délocalisation des publicités légales déjà opérationnelle à compter de janvier 2007, chaque société commerciale se doit de déposer ses comptes sociaux au niveau de la wilaya, lieu de son implantation (au niveau des antennes locales du CNRC). Le CNRC a mis tous les moyens adéquats au niveau de ses 48 antennes locales pour mener à bien cette opération. Toute fois et pour des motivations d'ordre techniques, les comptes sociaux des sociétés situées dans la wilaya d'Alger seront traités au niveau du siège du CNRC (RN 24 - Lido - Mohammadia).
22;Quel est le délai pour effectuer le dépôt des comptes sociaux?;Le dépôt des comptes sociaux se fait dans un délai d'un (01) mois, après la tenue de la réunion de l'assemblée générale, statuant sur les comptes sociaux de l'exercice considéré. (art 717 alinéa 3 du code de commerce). De plus, la réunion de l'assemblée générale délibérant sur les comptes sociaux doit se tenir durant la période allant du 01 janvier de l'année qui suit la clôture de l'exercice en question, jusqu'au 30 juin de la même année. Cette date du 30 juin demeure le délai butoir pour la tenue de la réunion de l'assemblée. Ceci étant, il est impératif de prendre en compte le fait que les sociétés disposent d'un délai d'un (01) mois, à compter de la date de réunion pour effectuer ledit dépôt au CNRC. Ceci sous entend par exemple que: La société ayant tenu sa réunion le 12 du mois d'Avril se doit d'effectuer le dépôt au CNRC durant la période allant du 12 avril jusqu'au 12 mai dernier délai de dépôt soit. Concernant les établissements financiers et les banques, ces derniers sont régis autrement que les sociétés commerciales. En effet, Lesdits établissements disposent d'un délai de six (06) mois, à partir de la date de clôture de l'exercice en question, pour déposer leurs comptes soit, jusqu'au 30 juin de la même année qui demeure le délai butoir en matière de dépôt de comptes. Toutefois, le délai de dépôt des comptes sociaux peut être prolongé pour les sociétés commerciales, sur ordonnance émanant du tribunal territorialement compétent (art. 676 du Code de Commerce) ou sur dérogation spéciale de la commission bancaire pour ce qui est des établissements financiers et les banques(art. 103 de l'ordonnance n° 03-11 du 26 Août 2003 relative à la monnaie et au crédit).
22;Quels sont les documents à fournir?;"Le dossier des comptes sociaux doit comporter les documents suivants: - Une copie (01) du tableau « compte de résultats » en langue nationale + une copie en langue française; - Une copie (01) du tableau « actif » en langue nationale + une copie en langue française; - Une copie (01) du tableau « passif » en langue nationale + une copie en langue française; - Le procès-verbal de l'assemblée générale statuant sur les comptes sociaux, signé par les associés ou les représentants légaux de la société et portant la mention “approbation des comptes” (un exemplaire en langue nationale + une copie en langue française)"
22;Le défaut de publicité des comptes sociaux?;Le dépôt légal des comptes sociaux revêt un caractère obligatoire et doit se faire dans les délais impartis, conformément au Code de Commerce. Toute société qui contrevient aux dispositions citées dessus, sera soumise aux sanctions définies par la loi 04 -08 du 14 août 2004 relative aux conditions d'exercice des activités commerciales notamment, son article 35 alinéa premier qui dispose que « le défaut de publicité des mentions légales prévues aux dispositions des articles 11, 12 et 14 de la présente loi est puni d'une amende de 30.000 à 300.000 DA'. Sur cette base et dès l'expiration du délai légal de dépôt, le CNRC transmet aux services compétents du Ministère du Commerce chargés du contrôle, les listes des sociétés n'ayant pas accompli le dépôt des Comptes Sociaux. « 1 2... 19 20 21 22 23 24 25... 49 50 »
23;Quelles sont les procédures de demande de recours?;Le recours obéit à trois (03) étapes: * Au niveau de la Direction du Commerce de Wilaya (DCW): Lorsque l'opérateur économique conteste la décision de refus d'admission de sa marchandise aux frontières par les services de contrôle aux frontières, la demande de recours doit être adressée à la Direction du Commerce de Wilaya territorialement compétente dans un délai de huit (08) jours à compter de la notification du refus d'admission. Si le recours est rejeté par la Direction du Commerce de Wilaya, un second recours doit être adressé à la Direction Régionale du Commerce territorialement compétente. Contentieux * Au niveau de la Direction Régionale du Commerce (DRC): La demande de mise en conformité soit de l'étiquetage, de tri, de réorientation ou de changement de destination du produit doit être adressée par l'opérateur économique concerné à la Direction Régionale du Commerce territorialement compétente. La Direction Régionale du Commerce dispose de cinq (05) jours pour statuer sur le recours à compter de la date de sa réception de la demande. Si cette demande est refusée ou demeure sans suite, l'intervenant saisit l'administration centrale (Ministère du Commerce). * Au niveau de la Commission Ministérielle chargée de l'examen des recours relatifs aux produits importés et fabriqués localement (Ministère du Commerce): Le recours déposé fait objet d'un examen par une commission: Dans le cas où la demande de recours est acceptée, une notification est adressée à l'opérateur qui devra suivre les procédures administratives appropriées en la matière. Une notification est également adressée à la Direction Régionale du Commerce concernée en communication avec la Direction de wilaya du Commerce pour la mise en œuvre de la procédure de mise en conformité. Dans le cas où le refus est confirmé par la commission le produit doit être réexporté (produit importé) ou saisi (produit fabriqué localement).
23;Quels sont les documents à joindre à la demande de recours?;"La demande de recours de l'opérateur doit contenir les pièces justificatives suivantes: 1) copie du refus d'admission délivrée par l'inspection portuaire; 2) copie du reçu de versement de l'amende transactionnelle relative 3) copie du registre de commerce; 4) copie de la décision de refus de mise en conformité, délivrée par la Direction Régionale du Commerce (pour les recours adressés à l'administration centrale); 5) toutes autres pièces justificatives (bons de commande pour les demandes de réorientation ou de changement de destination ou de dons) « 1 2... 20 21 22 23 24 25 26... 49 50 »"
24;Quelles sont les autorités de contrôle?;"- Les Directions de Wilaya du Commerce (48); - Les Directions Régionales du Commerce (09); - Les bureaux d'hygiène des Communes; - Les services de sécurité (les officiers et les agents de police judiciaire); - L'administration fiscale (les agents habilités à cet effet)."
24;Quelles sont les missions de la direction régionale du commerce?;"La direction régionale du commerce, en liaison avec les structures centrales du Ministère du Commerce, a pour missions d'assister et d'évaluer les activités des directions de wilayas du commerce relevant de sa compétence territoriale et d'organiser et/ou de réaliser toutes enquêtes économiques relatives à la concurrence, au commerce extérieur, à la qualité, à la protection du consommateur et à la sécurité des produits. A ce titre et en matière de contrôle, elle est chargée: - De préparer, en relation avec l'administration centrale et les directions de wilayas du commerce, les programmes de contrôle et de veiller à leur mise en œuvre; - De planifier, d'organiser et de coordonner les opérations inter-wilayas de contrôle et d'inspection; D 'engager, si besoin est, dans sa compétence territoriale, toutes enquêtes spécialisées liées à la concurrence, aux pratiques commerciales, à la qualité, à la protection du consommateur et à la sécurité des produits"
24;Quelles sont les missions du bureau d'hygiène communale?;"Il est chargé, en liaison avec les services concernés, des missions suivantes: 1- Etudier et proposer toutes mesures visant à garantir le maintien permanent de l'hygiène et de la salubrité dans les établissements de toute nature et les lieux publics; 2- Proposer et, le cas échéant, de mettre en œuvre toute mesure ou programme de protection et de promotion de la santé de la collectivité, notamment en matière de lutte contre les maladies transmissibles et contre les vecteurs de maladies; 3- Organiser la lutte contre les animaux nuisibles et faire procéder à la mise en œuvre des opérations de désinfection, dératisation et désinsectisation; 4- Veiller à la réalisation et, le cas échéant, de mettre en œuvre le contrôle: a) De la qualité bactériologique de l'eau destinée à la consommation domestique et en assurer le traitement lorsqu'il ne relève pas, en propre, d'organismes publics ou de particuliers; b) Du respect des conditions de collecte, d'évacuation et de traitement des eaux usées et de déchets solides urbains; c) De la qualité des denrées alimentaires et produits de consommation, produits, stockés et/ou distribués au niveau de la commune; d) De la qualité des eaux de baignade. Références juridiques: - Décret exécutif n° 11-09 du 20 janvier 2011 portant organisation, attributions et fonctionnement des services extérieurs du Ministère du Commerce (J.O n° 04 de l'année 2011); - Décret n° 87-146 du 30 juin 1987 portant création de bureaux d'hygiène communale (J.O n° 27 de l'année 1987). « 1 2... 21 22 23 24 25 26 27... 49 50 »"
25;Quel ancrage juridique?;"- Décret présidentiel n° 11-383 du 23 Novembre 2011 fixant les règles et procédures régissant l'exportation des matériels, équipements et produits sensibles; - Décret exécutif n° 09-410 du 10 Octobre 2009 fixant les règles de sécurité applicables aux activités portant sur les équipements sensibles; - Arrêté interministériel du 13 Octobre 2011, fixant les conditions et les modalités d'acquisition, de détention, d'exploitation, d'utilisation et de cession des équipements sensibles; - Arrêté du 8 avril 2012 fixant les modalités d'application du décret présidentiel n° 11-383 du 23 novembre 2011 fixant les règles et procédures régissant l'exportation des matériels, équipements et produits sensibles."
25;Qu'est ce qu'on entend par équipement sensible?;On entend par équipement sensible tous matériels dont l'utilisation illicite peut porter atteinte à la sécurité nationale et à l'ordre public.
25;Quels sont le differentes catégorie d'equipement sensibles?;"Catégories des équipements sensibles: Les équipements sensibles de télécommunication; Les équipements sensibles aéronautiques et routiers; Autres équipement sensibles."
25;Est-ce que les équipements sensibles sont sont soumis à autorisations?;Les équipements sensibles sont soumis à autorisations particulières en vue de leur importation, exportation, circulation, exploitation et détention par les personnes physiques ou morales, à l'exclusion des services de sécurité.
25;Quel agrément? qui le délivre?;Agrément des activités portant sur les équipements sensibles: L'exercice des activités de commercialisation et de prestation de services pour les équipements sensibles est subordonné à l'obtention d'un agrément délivré par le Ministère de l'Intérieur et des Collectivités Locales (art 4 du décret exécutifn°09-410 du 10/12/2009).
25;Comment sont classés les agréments portant sur les équipements sensibles?;"Les agréments sont classés en deux (02) types en fonction de l'activité (art 06 du décret exécutif n°09-410 du 10/12/2009): - Type I: activité liée à l'importation, l'exportation, la fabrication, la vente, l'installation, la maintenance et la réparation des équipements sensibles; - Type II: activité liée uniquement à l'installation, la maintenance et la réparation des équipements sensibles. Plus de détail: (voir arts de 6 à 12 du décret exécutif 09-410 du 10/12/2009)."
25;Quels sont les restrictions lies aux agréments portant sur les équipements sensibles?;"Ne sont pas soumis à l'agrément: (art 4 du décret exécutif n°09-410 du 10/12/2009) - les titulaires de licences de téléphonie mobile; - les entreprises sous tutelle du ministère de la défense nationale."
25;Est il nécessaire de disposer d'un visa pour l' Importation des équipements sensibles? qui le delivre?;"Importation des équipements sensibles: L'importation définitive des équipements sensibles est soumise à un visa délivré, selon la nature de l'équipement, par: (art 14 du décret exécutif n°09-410 du 10/12/2009) -- le Ministère de la Poste et des Technologies de l'Information et de la Communication au vu de l'autorisation d'exploitation, pour ce qui concerne les équipements sensibles classés dans la sous section 1, 2 et 3 de la section A de la nomenclature des équipements sensibles; -- le Ministère des transports, pour ce qui concerne les équipements sensibles classés dans la section B de la nomenclature des équipements sensibles; -- le Ministère de l'Intérieur et des Collectivités Locales, pour ce qui concerne les équipements sensibles classés dans la section C de la nomenclature des équipements sensibles."
25;Est-ce que l'Importation temporaire des équipements sensibles obeit aux memes conditions?;Importation temporaire des équipements sensibles: soumise aux mêmes conditions
25;Est-ce que l'exportation des équipements sensibles est soumise a autorisation?;Exportation des équipements sensibles: L'exportation des matériels, équipements et produits sensibles est soumise à une autorisation préalable délivrée, selon la nature de l'équipement, par Ministère chargé des technologies de l'information et de la communication après avis préalable de la commission interministérielle consultative pour l'exportation des équipements sensibles, pour les équipements de télécommunication prévus à l'annexe I, section « A » / sous section 1 a 3 de la nomenclature des équipements sensibles. (Art 2, 9, 10 et 11 du décret présidentiel n°11-383 23/11/2011) Ministère chargé des transports après avis préalable de la commission interministérielle consultative pour l'exportation des équipements sensibles, pour les équipements aéronautiques prévus à l'annexe I, section « B » / sous –section 1 de la nomenclature des équipements sensibles. (art 2, 9, 10 et 11 du décret présidentiel n°11-383 23/11/2011). L'exportation des matériels, équipements et produits sensibles ne peut avoir lieu qu'après signature du certificat d'utilisation finale par l'Etat ou l'organisme importateur lorsque la procédure l'exige (art. 18 du décret présidentiel n° 11-383 23/11/2011). « 1 2... 22 23 24 25 26 27 28... 49 50 »
26;Quelle est la nature des ingrédients mentionnés dans la composition de certains produits alimentaires sous forme de code?;La nature de ces ingrédients comportant un code, au sens des dispositions du décret exécutif relatif à l'étiquetage et à la présentation des denrées alimentaires: sont les additifs alimentaires • Donner la définition d'un additif alimentaire Il est entendu par ingrédient: « toute substance, y compris les additifs alimentaires utilisés dans la fabrication ou la préparation d'une denrée alimentaire et encore présente dans le produit fini éventuellement sous une forme modifiée ». Les additifs alimentaires sont caractérisés par un code selon le Système International de Numérotation (SIN) et ce, en fonction de chaque catégorie d'additif alimentaire (colorants, conservateurs, émulsifiants, acidifiants, édulcorants……).
26;Quelles sont les mentions nécessaires d'étiquetage à lire et à vérifier avant d'acheter un produit et dont le consommateur doit être vigilant?;D'une manière générale, le consommateur doit lire toutes les mentions d'étiquetage dont notamment, la dénomination de vente, la date limite de consommation ou la date de la durabilité minimale, la composition du produit, les conditions de conservations, le mode d'emploi.
26;Quelle est l'utilité de l'étiquetage des produits?;C'est un moyen pour informer le consommateur sur les caractéristiques et l'identité des produits mis sur le marché. Ce qui permet aux consommateurs d'identifier le produit et ainsi faire leurs choix. L'étiquetage des produits (information du consommateur) est un droit consacré par la loi relative à la protection du consommateur et à la répression des fraudes
26;Quels sont les textes réglementaires algériens qui régissent l'étiquetage des produits?;"La réglementation algérienne en vigueur concernant l'étiquetage des denrées alimentaire est régie par le décret exécutif n°05-484 du 22 décembre 2005 modifiant et complétant le décret exécutif n°90-367 du 10 novembre 1990 relatif à l'étiquetage et à la présentation des denrées alimentaires; a/ Produits utilisés pour l'entretien ou le confort des locaux (Produits domestiques non alimentaires): - Décret exécutif n° 90-366 du 10 novembre 1990 relatif à l'étiquetage et à la présentation des produits domestiques non alimentaire (JO n°50/1990). b/ Produits cosmétiques et d'hygiène corporelle: - Décret exécutif n° 97-37 du 5 ramadhan 1417 correspondant au 14 janvier 1997, modifié et complété, définissant les conditions et les modalités de fabrication, de conditionnement, d'importation, et de commercialisation sur le marché national des produits cosmétiques et d'hygiène corporelle (JO n° 4/1997 et le modificatif JO n°26/2010). c/ Pneumatiques des véhicules automobiles et leurs remorques: - Arrêté interministériel du 25 avril 2001 relatif aux spécifications et aux modalités de mise à la consommation des pneumatiques des véhicules automobiles et leurs remorques (JO n° 26/2001). d/ Etiquetage énergétique: - Arrêté du 21 février 2009 relatif à l'étiquetage énergétique des climatiseurs à usage domestique soumis aux règles spécifiques d'efficacité énergétique et fonctionnant à l'énergie électrique (JO n° 22/2009); - Arrêté du 21 février 2009 relatif à l'étiquetage énergétique des réfrigérateurs, des congélateurs et des appareils combinés à usage domestique soumis aux règles spécifiques d'efficacité énergétique et fonctionnant à l'énergie électrique (JO n° 22/2009) - Arrêté du 21 février 2009 relatif à l'étiquetage énergétique des lampes domestiques soumis aux règles spécifiques d'efficacité énergétique et fonctionnant à l'énergie électrique (JO n° 22/2009). e/ Ciments: - Arrêté interministériel du 4 juin 2003 portant sur les spécifications techniques et les règles applicables aux ciments (JO n° 40/2003). f/ Lubrifiants: - Arrêté du 26 juillet 2000 fixant le minimum requis des niveaux de performance des lubrifiants finis ainsi que les modalités et les conditions de leur mise à la consommation (JO n° 54/2000). g/ Produits textiles confectionnés usagés: - Arrêté interministériel du 16 avril 1997 relatif aux conditions et modalités d'importation et de commercialisation des produits textiles confectionnés usagés (JO n° 37/1997). h/ Eaux et extraits de javel: - Arrêté interministériel du 24 mars 1997 relatif aux spécifications techniques et aux conditions et modalités de mise à la consommation des eaux et extraits de javel (JO n° 34/1997). i/ Jouets: - Décret exécutif n° 97-494 du 21 décembre 1997 relatif à la prévention des risques résultant de l'usage des jouets (JO n° 85/1997)."
26;Quelle est la différence entre l'étiquetage des produits alimentaires et des produits non alimentaires?;La différence réside au niveau d'étiquetage les mentions obligatoires.
26;Qu'elle est la définition de l'étiquetage et les caractéristiques d'une étiquette?;"Conformément aux dispositions de la loi n° 09-03 du 25 février 2009 relative à la protection du consommateur et à la répression des fraudes notamment son article 3 (JO n° 15/2009), « l'étiquetage est toutes mentions, écritures, indications, marques, labels, images, illustration ou signes se rapportant à un bien, figurant sur tout emballage, document, écriteau, étiquette, fiche, carte, bague ou collerette accompagnant ou se référant à un produit, quel que soit la forme ou le support l'accompagnant, indépendamment du mode d'apposition ». En outre, l'étiquetage est défini par le décret exécutif relatif à l'étiquetage et la présentation des denrées alimentaires comme suit: « tout texte écrit ou imprimé ou toute représentation graphique qui figure sur l'étiquette, accompagne le produit ou est placé à proximité de celui-ci pour en promouvoir la vente »;"
26;Qu'elles sont les mentions obligatoires qui doivent être apposées sur l'étiquette d'une denrée alimentaires?;"Sous réserves des mentions exigées par des textes réglementaires spécifiques relatifs à certaines denrées alimentaires ainsi que, des exceptions prévus par le décret exécutif relatif à l'étiquetage et la présentation des denrées alimentaires, les mentions obligatoires que doit comporter l'étiquette d'une denrée alimentaire sont énumérées ci-après: a. La dénomination de vente; b. La quantité nette pour les denrées préemballées; c. Le nom ou la raison sociale ou la marque déposée et l'adresse du fabricant ou du conditionneur ou du distributeur ou de l'importateur lorsque la denrée est importée; d. Le pays d'origine et/ou de provenance; e. L'identification du lot de fabrication; f. Le mode d'emploi et les précautions d'emploi au cas où leurs omissions ne permettrait pas de faire un usage approprié de la denrée; g. La date de fabrication ou de conditionnement et la date du durabilité minimale ou, dans le cas des denrées alimentaires très périssable microbiologiquement, la date limite de consommation; h. La liste des ingrédients; i. Les conditions particulières de conservation; j. La mention du titre « alcoométrique volumique acquis » pour les boissons titrant plus de 1,2 pourcent d'alcool en volume; k. Lorsque c'est le cas, la mention « traité par rayonnement ionisants ou traité par ionisation » ou le symbole d'irradiation international à proximité immédiate du nom de l'aliment. * Les denrées alimentaires présentées non préemballés à la vente au consommateur doivent être identifiées, au moins, par leur dénomination de vente inscrite sur écriteau ou tout autre moyen dont l'emplacement ne dont laisser aucun doute quant à la denrée à laquelle elle se rapporte"
26;Dans quelle langue doivent être rédigé les mentions d'étiquetage?;Conformément à la réglementation en vigueur, les mentions d'étiquetage doivent être rédigées obligatoirement en langue « arabe » et à titre accessoire et facultatif dans une ou plusieurs langues accessible aux consommateurs.
26;Quelle est la différence entre la date limite de consommation, date limite d'utilisation, date limite de vente et date de durabilité minimale?;"La réglementation en vigueur prévoit les définitions suivantes: - Date limite de consommation ou date limite d'utilisation: Date estimée d'expiration du délai après lequel, dans les conditions d'entreposage spécifiées, la denrée n'aura probablement pas la qualité que le consommateur est en droit d'attendre. Après cette date, la denrée ne doit plus être considérée comme commercialisable. - Date limite de vente: dernière date à laquelle le produit peut être mis en vente auprès du consommateur, après laquelle il reste encore une période raisonnable d'entreposage à la maison. - Date de durabilité minimale ou à consommer de préférence avant: date d'expiration du délai, dans les conditions d'entreposage indiquées (s'il y a lieu), durant lequel le produit reste pleinement commercialisable et conserve toutes les qualités particulières qui lui sont implicitement ou explicitement attribuées. Le produit peut toutefois rester pleinement satisfaisant après cette date; La date de durabilité minimale est précédé par la mention: « à consommer de préférence avant le …… » Lorsque la date comporter l'indication du jour, ou « à consommer de préférence avant fin………. ». Dans les autres cas, elle doit elle doit être suivie soit de la date elle-même, soit de l'indication de l'endroit où elle figure sur dans l'étiquetage. La date se compose de l'indication en claire et dans l'ordre, du jour, du mois et de l'année. Toutefois, pour les denrées alimentaires dont la durabilité est: - inférieure où égale à trois (3) mois, l'indication du jour et du mois suffit; - supérieure à trois (03) mois, l'indication du mois et de l'année suffit. « 1 2... 23 24 25 26 27 28 29... 49 50 »"
27;Qu'est-ce qu'une intoxication alimentaire collective?;L 'Intoxication alimentaire collective (TIAC) est l'ensemble des accidents résultant de l'ingestion d'un aliment contaminé par des micro-organismes pathogènes, induisant ainsi l'apparition au même moment de troubles digestifs ou neurologiques similaires chez au moins deux personnes ou plus ayant consommé un repas en commun.
27;Avez-vous déjà eu une intoxication après avoir consommé un repas dans un restaurant ou un fast food. Que faut-il faire?;Consulter un médecin et demandez un certificat médical.
27;Qui est responsable de ce qui vous est arrivé?;C'est la personne ayant fourni le produit ou le service (le vendeur, le propriétaire du restaurant...).
27;L'intervenant nie sa responsabilité?;Déposez une plainte a son encontre auprès des services concernés en leurs apportant tout justificatif requis (repas et ticket …)
27;Quelles sont les causes d'une intoxication alimentaire?;- Non respect des règles d'hygiène. - Manipulations multiples lors de la préparation. - Cuisson insuffisante. - Consommation tardive après préparation. - Rupture de la chaîne de froid. - Mauvaise conservation des aliments. - Préparation à l'avance des repas sans être bien conservés. - Contact direct entre les aliments sensibles et les aliments frais non lavés, tel que (contact viande légumes), qui constitue une contamination croisée.
27;Quels sont les facteurs favorisant les intoxications alimentaires collectives?;Il faut savoir que les germes sont présents partout, dans l'air, l'eau et le sol, même l'être humain est porteur de germes. Dans les aliments, les germes trouvent tous les éléments nécessaires pour leur développement. De plus, d'autres facteurs favorisent leur multiplication, il s'agit de: La température: (entre 20 et 40°C) constitue un facteur de risque élevé. C'est dans cette tranche de température que les micro-organismes pathogènes se développent. D'où l'importance du respect de la chaîne du froid. Le temps: Une longue conservation des matières premières et un long délai entre la cuisson et la consommation est également un facteur de risque. L'atmosphère: l'absence d'oxygène favorise le développement des bactéries les plus dangereux, si elles n'ont pas été détruites par la chaleur.
27;Quels sont les aliments sensibles pouvant être à l'origine des TIAC lorsque les conditions d'hygiène ne sont pas respectées?;- Pizza. - Mayonnaise. - Œufs. - Pâtisserie. - Viandes, viandes hachées. - Crèmes, pâtisseries et glaces. - Conserves. - Couscous dans les fêtes familiales. - Produits laitiers.
27;Quels sont les espaces où les TIAC peuvent se produire?;"- Restauration au niveau des salles lors des fêtes familiales; - Cantines scolaires, restauration universitaire; - Restaurants, fast food, gargotes. « 1 2... 24 25 26 27 28 29 30... 49 50 »"
